42.32 96.73 133.72 109.98 189.23 58.44 127.18 271.85 58.04 72.66 0.0 226.62 213.51 88.5 192.44 159.37 116.11 208.87 95.74 46.05 80.63 87.99 43.4 173.02 88.76 122.4 124.84 138.28 61.48 291.56 107.6 184.62 115.53
258.89 320.48 94.72 208.08 225.29 210.33 343.52 63.16 278.82 166.92 226.62 0.0 124.88 250.05 162.69 67.29 304.52 93.64 181.93 243.44 160.28 140.99 183.4 94.12 279.02 106.6 190.11 249.18 178.25 143.06 131.61 83.28 145.12
227.18 285.96 137.91 135.85 113.71 168.1 295.84 110.99 271.45 190.4 213.51 124.88 0.0 188.84 47.25 119.25 241.63 31.27 125.98 205.07 133.28 161.08 176.41 53.12 223.63 115.03 112.06 162.38 196.51 80.04 110.61 179.66 197.83
63.4 104.51 173.7 53.28 120.83 46.17 107.38 277.82 124.13 142.41 88.5 250.05 188.84 0.0 151.55 189.5 55.15 197.58 69.3 44.28 92.89 140.19 98.61 168.59 35.03 147.32 77.1 55.26 135.21 268.12 119.06 236.09 184.0
198.16 253.31 149.76 98.55 66.7 139.87 258.79 157.44 248.78 185.87 192.44 162.69 47.25 151.55 0.0 139.29 201.59 72.79 97.74 175.05 117.35 159.51 161.65 73.01 186.55 120.1 75.25 118.11 189.24 119.17 103.89 202.77 203.41
192.5 253.75 29.11 153.95 190.4 147.0 278.02 119.19 211.77 101.54 159.37 67.29 119.25 189.5 139.29 0.0 242.63 93.41 124.74 178.19 97.08 74.16 116.23 68.2 216.02 42.24 140.43 197.84 112.35 171.58 71.03 63.54 88.4
75.84 77.2 224.77 106.03 159.48 95.92 62.05 332.93 127.01 183.13 116.11 304.52 241.63 55.15 201.59 242.63 0.0 252.05 124.44 72.93 145.55 187.11 141.38 223.68 28.46 200.41 129.65 88.85 173.8 319.96 173.06 285.44 226.39
228.08 288.84 115.62 146.45 138.95 170.13 302.58 86.25 266.76 175.64 208.87 93.64 31.27 197.58 72.79 93.41 252.05 0.0 130.26 207.28 128.55 145.57 168.63 36.37 231.41 98.13 123.64 179.05 183.24 84.76 101.72 151.14 177.07
101.62 160.03 114.28 30.89 99.14 42.57 172.34 208.68 151.16 109.58 95.74 181.93 125.98 69.3 97.74 124.74 124.44 130.26 0.0 79.15 37.43 93.79 72.71 99.61 101.68 83.86 31.42 75.58 108.08 206.01 53.99 178.25 142.6
23.34 81.57 157.0 80.3 157.53 37.2 100.08 280.34 81.73 110.22 46.05 243.44 205.07 44.28 175.05 178.19 72.93 207.28 79.15 0.0 83.94 116.1 69.23 173.97 44.58 136.91 100.85 97.91 100.91 285.05 113.56 215.13 153.54
101.99 163.95 81.2 67.73 133.41 50.14 183.79 196.83 138.66 73.98 80.63 160.28 133.28 92.89 117.35 97.08 145.55 128.55 37.43 83.94 0.0 56.36 44.41 93.16 119.12 54.86 66.53 111.84 74.35 210.94 29.67 144.54 105.19
125.54 184.44 46.46 123.87 187.35 94.02 212.47 192.01 137.86 30.15 87.99 140.99 161.08 140.19 159.51 74.16 187.11 145.57 93.79 116.1 56.36 0.0 47.46 110.13 158.85 47.47 122.05 167.39 39.16 230.11 55.79 99.08 48.91
78.19 138.04 91.45 97.03 171.82 53.9 165.09 228.68 99.22 43.86 43.4 183.4 176.41 98.61 161.65 116.23 141.38 168.63 72.71 69.23 44.41 47.46 0.0 132.37 112.94 79.09 104.12 135.74 37.99 252.53 66.96 146.43 85.77
194.0 255.38 84.84 120.33 131.71 137.16 271.21 109.27 230.78 140.04 173.02 94.12 53.12 168.59 73.01 68.2 223.68 36.37 99.61 173.97 93.16 110.13 132.37 0.0 201.27 63.02 99.56 158.02 147.25 120.99 65.56 130.9 144.82
50.56 72.45 197.27 88.3 152.71 69.03 72.36 310.14 107.22 154.71 88.76 279.02 223.63 35.03 186.55 216.02 28.46 231.41 101.68 44.58 119.12 158.85 112.94 201.27 0.0 173.9 112.09 83.39 145.49 303.06 147.42 257.39 197.94
152.45 214.25 32.75 113.96 160.24 104.87 236.97 149.65 177.74 77.6 122.4 106.6 115.03 147.32 120.1 42.24 200.41 98.13 83.86 136.91 54.86 47.47 79.09 63.02 173.9 0.0 103.16 158.47 85.77 182.64 29.93 95.64 84.06
124.16 178.07 135.51 23.85 67.76 67.9 184.45 207.47 178.15 140.13 124.84 190.11 112.06 77.1 75.25 140.43 129.65 123.64 31.42 100.85 66.53 122.05 104.12 99.56 112.09 103.16 0.0 59.07 139.2 191.05 74.23 198.78 170.92
118.47 155.84 189.65 44.75 70.7 83.55 150.24 264.45 179.07 178.15 138.28 249.18 162.38 55.26 118.11 197.84 88.85 179.05 75.58 97.91 111.84 167.39 135.74 158.02 83.39 158.47 59.07 0.0 173.72 237.21 128.61 253.6 215.41
103.37 156.69 83.68 134.29 206.86 91.61 188.56 230.91 102.47 12.08 61.48 178.25 196.51 135.21 189.24 112.35 173.8 183.24 108.08 100.91 74.35 39.16 37.99 147.25 145.49 85.77 139.2 173.72 0.0 267.98 86.79 125.4 54.05
307.03 366.0 197.13 214.89 178.12 248.02 375.38 92.73 349.6 260.24 291.56 143.06 80.04 268.12 119.17 171.58 319.96 84.76 206.01 285.05 210.94 230.11 252.53 120.99 303.06 182.64 191.05 237.21 267.98 0.0 185.61 220.03 258.83
131.55 193.56 61.44 84.05 134.8 78.94 213.28 167.22 165.25 82.28 107.6 131.61 110.61 119.06 103.89 71.03 173.06 101.72 53.99 113.56 29.67 55.79 66.96 65.56 147.42 29.93 74.23 128.61 86.79 185.61 0.0 125.17 102.0
224.09 281.23 63.97 208.89 252.91 190.53 310.95 146.44 226.83 113.38 184.62 83.28 179.66 236.09 202.77 63.54 285.44 151.14 178.25 215.13 144.54 99.08 146.43 130.9 257.39 95.64 198.78 253.6 125.4 220.03 125.17 0.0 76.92
157.36 209.98 61.73 172.4 235.72 138.32 242.51 204.6 151.35 43.45 115.53 145.12 197.83 184.0 203.41 88.4 226.39 177.07 142.6 153.54 105.19 48.91 85.77 144.82 197.94 84.06 170.92 215.41 54.05 258.83 102.0 76.92 0.0];

